District_Name,Crop,Season,Area,Crop_Year,Production,Predicted_Production,Predicted_Yield
KURUNG KUMEY,Dry ginger,Whole Year ,22.0,2008,132.0,29.679516,1.349068901755593
KURUNG KUMEY,Turmeric,Whole Year ,3.0,2008,5.0,5.2878737,1.7626245816548665
KURUNG KUMEY,Maize,Kharif     ,500.0,2009,750.0,542.67914,1.0853582763671874
KURUNG KUMEY,Rice,Kharif     ,500.0,2009,615.33,542.67914,1.0853582763671874
KURUNG KUMEY,Dry ginger,Whole Year ,22.0,2009,132.0,29.679516,1.349068901755593
KURUNG KUMEY,Turmeric,Whole Year ,3.0,2009,5.0,5.2878737,1.7626245816548665
KURUNG KUMEY,Maize,Kharif     ,550.0,2010,793.0,640.8099,1.1651088645241476
KURUNG KUMEY,Rice,Kharif     ,400.0,2010,527.0,436.93265,1.0923316192626953
KURUNG KUMEY,Dry chillies,Whole Year ,10.0,2010,3.0,14.845452,1.4845452308654785
KURUNG KUMEY,Dry ginger,Whole Year ,20.0,2010,139.0,29.228025,1.4614012718200684
KURUNG KUMEY,Maize,Kharif     ,568.0,2011,839.0,660.719,1.163237665740537
KURUNG KUMEY,Rice,Kharif     ,406.0,2011,574.0,492.37527,1.2127469819167565
KURUNG KUMEY,Dry chillies,Whole Year ,11.0,2011,4.0,17.032257,1.5483870072798296
KURUNG KUMEY,Dry ginger,Whole Year ,20.0,2011,143.0,29.81409,1.4907045364379883
KURUNG KUMEY,Maize,Kharif     ,570.0,2012,843.0,660.719,1.1591561300712718
KURUNG KUMEY,Rice,Kharif     ,410.0,2012,590.0,492.37527,1.2009153040443978
KURUNG KUMEY,Dry chillies,Whole Year ,11.0,2012,5.0,17.032257,1.5483870072798296
KURUNG KUMEY,Dry ginger,Whole Year ,21.0,2012,145.0,31.13877,1.4827985309419178
KURUNG KUMEY,Sugarcane,Whole Year ,98.0,2012,2897.0,139.57027,1.4241863951391103
KURUNG KUMEY,Maize,Kharif     ,134.0,2013,197.0,153.13986,1.1428347914966184
KURUNG KUMEY,Rice,Kharif     ,53.0,2013,74.0,66.94451,1.2631039889353626
KURUNG KUMEY,Dry ginger,Whole Year ,5.0,2013,34.0,8.690015,1.7380029678344726
KURUNG KUMEY,Maize,Kharif     ,134.0,2014,197.0,153.13986,1.1428347914966184
KURUNG KUMEY,Rice,Kharif     ,53.0,2014,74.0,66.94451,1.2631039889353626
KURUNG KUMEY,Dry ginger,Whole Year ,25.0,2014,122.0,35.319324,1.4127729797363282
LOHIT,Maize,Kharif     ,7375.0,1997,6099.0,7097.7134,0.9624018140889831
LOHIT,Rice,Kharif     ,15070.0,1997,19600.0,14357.875,0.9527455209024552
LOHIT,Sesamum,Kharif     ,95.0,1997,70.0,97.739365,1.0288354170949836
LOHIT,Soyabean,Kharif     ,187.0,1997,405.0,177.15031,0.9473278841232871
LOHIT,Groundnut,Rabi       ,130.0,1997,80.0,160.20682,1.2323601355919471
LOHIT,Sugarcane,Rabi       ,15.0,1997,105.0,18.64819,1.243212636311849
LOHIT,Wheat,Rabi       ,250.0,1997,300.0,278.40207,1.1136082763671875
LOHIT,Maize,Kharif     ,7784.0,1998,7196.0,7260.863,0.9327932673392536
LOHIT,Rice,Kharif     ,13015.0,1998,18221.0,12879.696,0.9896040175998847
LOHIT,Sesamum,Kharif     ,96.0,1998,65.0,97.739365,1.0181183815002441
LOHIT,Soyabean,Kharif     ,240.0,1998,450.0,234.65213,0.9777172088623047
LOHIT,Groundnut,Rabi       ,60.0,1998,45.0,77.38195,1.289699172973633
LOHIT,Wheat,Rabi       ,198.0,1998,234.0,232.84338,1.175976685803346
LOHIT,Dry chillies,Whole Year ,60.0,1998,163.0,80.18822,1.3364702860514324
LOHIT,Dry ginger,Whole Year ,1086.0,1998,9315.0,1454.4441,1.339267119518301
LOHIT,Sugarcane,Whole Year ,15.0,1998,105.0,20.921087,1.3947391510009766
LOHIT,Turmeric,Whole Year ,76.0,1998,157.0,96.82816,1.2740547782496403
LOHIT,Maize,Kharif     ,8925.0,1999,8925.0,8633.284,0.9673147540266106
LOHIT,Rice,Kharif     ,14000.0,1999,20900.0,13829.737,0.98783837890625
LOHIT,Wheat,Rabi       ,265.0,1999,318.0,317.86526,1.1994915656323704
LOHIT,Dry chillies,Whole Year ,85.0,1999,150.0,116.51215,1.3707312191233916
LOHIT,Dry ginger,Whole Year ,1020.0,1999,9880.0,1454.4441,1.4259255801930146
LOHIT,Sugarcane,Whole Year ,15.0,1999,108.0,20.921087,1.3947391510009766
LOHIT,Turmeric,Whole Year ,80.0,1999,200.0,96.82816,1.2103520393371583
LOHIT,Maize,Kharif     ,8680.0,2000,8732.0,8113.0205,0.9346797820060484
LOHIT,Rice,Kharif     ,13980.0,2000,13630.0,13829.737,0.9892515954712089
LOHIT,Wheat,Rabi       ,302.0,2000,541.0,366.59814,1.2139011408319536
LOHIT,Dry chillies,Whole Year ,82.0,2000,155.0,104.22112,1.2709893017280391
LOHIT,Dry ginger,Whole Year ,1060.0,2000,10388.0,1454.4441,1.3721170677329009
LOHIT,Sugarcane,Whole Year ,16.0,2000,110.0,23.19448,1.4496550559997559
LOHIT,Turmeric,Whole Year ,85.0,2000,221.0,116.51215,1.3707312191233916
LOHIT,Maize,Kharif     ,5800.0,2001,8120.0,5515.204,0.9508972588900862
LOHIT,Rice,Kharif     ,10900.0,2001,14170.0,10607.745,0.9731876254300459
LOHIT,Wheat,Rabi       ,170.0,2001,250.0,201.75047,1.1867674883674173
LOHIT,Dry chillies,Whole Year ,105.0,2001,147.0,130.42204,1.2421146937779017
LOHIT,Dry ginger,Whole Year ,716.0,2001,7160.0,845.4674,1.180820401154417
LOHIT,Sugarcane,Whole Year ,16.0,2001,160.0,23.19448,1.4496550559997559
LOHIT,Turmeric,Whole Year ,90.0,2001,225.0,122.75965,1.3639961242675782
LOHIT,Maize,Kharif     ,9041.0,2002,10126.0,8519.961,0.9423693106404158
LOHIT,Rice,Kharif     ,14158.0,2002,12883.0,13648.205,0.9639924479534538
LOHIT,Wheat,Rabi       ,340.0,2002,578.0,398.0445,1.1707191018497243
LOHIT,Dry chillies,Whole Year ,125.0,2002,175.0,154.84752,1.2387801513671874
LOHIT,Dry ginger,Whole Year ,695.0,2002,6950.0,843.2996,1.2133807504777427
LOHIT,Sugarcane,Whole Year ,16.0,2002,160.0,23.19448,1.4496550559997559
LOHIT,Turmeric,Whole Year ,89.0,2002,223.0,122.75965,1.379321923416652
LOHIT,Maize,Kharif     ,9058.0,2003,9964.0,9110.378,1.0057825049334843
LOHIT,Rice,Kharif     ,14257.0,2003,19390.0,14646.604,1.027327173712913
LOHIT,Wheat,Rabi       ,340.0,2003,578.0,423.94528,1.2468978881835937
LOHIT,Dry chillies,Whole Year ,125.0,2003,175.0,158.39511,1.267160888671875
LOHIT,Dry ginger,Whole Year ,896.0,2003,8064.0,1237.3073,1.3809232711791992
LOHIT,Sugarcane,Whole Year ,15.0,2003,150.0,21.698769,1.4465845743815104
LOHIT,Turmeric,Whole Year ,94.0,2003,235.0,131.0922,1.3945978042927194
LOHIT,Maize,Kharif     ,4657.0,2004,5123.0,4500.6016,0.9664164832510199
LOHIT,Rice,Kharif     ,8227.0,2004,9872.0,8413.011,1.022609789982679
LOHIT,Wheat,Rabi       ,355.0,2004,603.0,440.37677,1.2404979437169894
LOHIT,Dry chillies,Whole Year ,20.0,2004,30.0,27.878256,1.3939127922058105
LOHIT,Dry ginger,Whole Year ,2230.0,2004,15610.0,3158.9856,1.4165854689251682
LOHIT,Sugarcane,Whole Year ,10.0,2004,200.0,14.212023,1.4212022781372071
LOHIT,Turmeric,Whole Year ,60.0,2004,420.0,82.37807,1.372967783610026
LOHIT,Maize,Kharif     ,7440.0,2005,8481.0,7489.9478,1.0067134077830981
LOHIT,Rice,Kharif     ,8500.0,2005,11759.0,8561.362,1.0072190946691177
LOHIT,Wheat,Rabi       ,392.0,2005,666.0,477.35187,1.2177343563157685
LOHIT,Dry chillies,Whole Year ,102.0,2005,142.0,133.8476,1.312231325635723
LOHIT,Dry ginger,Whole Year ,555.0,2005,4551.0,691.7966,1.2464803059895833
LOHIT,Sugarcane,Whole Year ,16.0,2005,176.0,24.05667,1.5035418272018433
LOHIT,Turmeric,Whole Year ,42.0,2005,165.0,55.130558,1.312632333664667
LOHIT,Maize,Kharif     ,8023.0,2006,11221.0,8413.011,1.0486115844680917
LOHIT,Rice,Kharif     ,10500.0,2006,17010.0,10095.498,0.9614760044642857
LOHIT,Wheat,Rabi       ,420.0,2006,772.0,583.69135,1.3897412981305803
LOHIT,Dry chillies,Whole Year ,125.0,2006,199.0,158.39511,1.267160888671875
LOHIT,Dry ginger,Whole Year ,895.0,2006,7294.0,1237.3073,1.3824662022084497
LOHIT,Sugarcane,Whole Year ,20.0,2006,133.0,27.878256,1.3939127922058105
LOHIT,Turmeric,Whole Year ,110.0,2006,330.0,138.32065,1.257460438121449
LOHIT,Maize,Kharif     ,8325.0,2007,8855.0,8692.635,1.0441603322072073
LOHIT,Rice,Kharif     ,10300.0,2007,16833.0,10250.293,0.9951740746359223
LOHIT,Wheat,Rabi       ,415.0,2007,664.0,595.48553,1.4349049028143825
LOHIT,Dry chillies,Whole Year ,125.0,2007,190.0,160.3612,1.2828896484375
LOHIT,Dry ginger,Whole Year ,890.0,2007,7324.0,1249.9513,1.4044396561183285
LOHIT,Sugarcane,Whole Year ,20.0,2007,130.0,28.301968,1.4150983810424804
LOHIT,Turmeric,Whole Year ,110.0,2007,387.0,140.03757,1.2730687921697443
LOHIT,Maize,Kharif     ,8585.0,2008,10044.0,8717.425,1.0154251374126384
LOHIT,Rice,Kharif     ,10412.0,2008,17952.0,10279.524,0.9872766436863715
LOHIT,Wheat,Rabi       ,423.0,2008,698.0,598.91895,1.4158840314716312
LOHIT,Dry chillies,Whole Year ,128.0,2008,204.0,170.11272,1.3290055990219116
LOHIT,Dry ginger,Whole Year ,928.0,2008,7778.0,1352.7374,1.4576911926269531
LOHIT,Sugarcane,Whole Year ,21.0,2008,134.0,29.679516,1.413310278029669
LOHIT,Turmeric,Whole Year ,116.0,2008,394.0,147.047,1.2676465264682113
LOHIT,Maize,Kharif     ,8596.0,2009,10315.0,8717.425,1.0141257334443345
LOHIT,Rice,Kharif     ,11770.0,2009,19541.33,11814.353,1.003768270098768
LOHIT,Wheat,Rabi       ,400.0,2009,640.0,490.09427,1.2252356719970703
LOHIT,Dry chillies,Whole Year ,100.0,2009,214.0,135.97238,1.3597238159179688
LOHIT,Dry ginger,Whole Year ,920.0,2009,7544.0,1352.7374,1.4703667682150137
LOHIT,Sugarcane,Whole Year ,30.0,2009,190.0,41.02919,1.367639668782552
LOHIT,Turmeric,Whole Year ,118.0,2009,389.0,147.047,1.2461609921212924
LOHIT,Maize,Kharif     ,9960.0,2010,12114.0,10950.483,1.0994461243411144
LOHIT,Rice,Kharif     ,11654.0,2010,20263.0,13293.867,1.140712818560151
LOHIT,Wheat,Rabi       ,475.0,2010,784.0,640.7131,1.34886962890625
LOHIT,Dry chillies,Whole Year ,135.0,2010,234.0,176.9186,1.3105081063729744
LOHIT,Dry ginger,Whole Year ,985.0,2010,8826.0,1439.2588,1.4611764355964467
LOHIT,Sugarcane,Whole Year ,31.0,2010,202.0,42.197342,1.361204578030494
LOHIT,Turmeric,Whole Year ,120.0,2010,600.0,165.25182,1.3770984649658202
LOHIT,Maize,Kharif     ,10278.0,2011,12823.0,11766.285,1.1448029924352987
LOHIT,Rice,Kharif     ,11839.0,2011,22082.0,13463.545,1.1372197754772362
LOHIT,Wheat,Rabi       ,475.0,2011,867.0,651.9831,1.3725959858141448
LOHIT,Dry chillies,Whole Year ,152.0,2011,276.0,204.76277,1.3471234974108244
LOHIT,Dry ginger,Whole Year ,1015.0,2011,9112.0,1587.1294,1.5636742803263546
LOHIT,Sugarcane,Whole Year ,31.0,2011,209.0,43.04346,1.3884987369660409
LOHIT,Turmeric,Whole Year ,123.0,2011,618.0,168.25041,1.3678895283520707
LOHIT,Maize,Kharif     ,10340.0,2012,12218.0,11766.285,1.1379386031189556
LOHIT,Rice,Kharif     ,12239.0,2012,23512.0,15470.531,1.2640355625459596
LOHIT,Wheat,Rabi       ,460.0,2012,759.0,651.9831,1.4173545505689538
LOHIT,Dry chillies,Whole Year ,145.0,2012,348.0,204.76277,1.4121570455616919
LOHIT,Dry ginger,Whole Year ,1025.0,2012,9277.0,1587.1294,1.5484189214939024
LOHIT,Turmeric,Whole Year ,125.0,2012,694.0,168.25041,1.3460032958984376
LOHIT,Maize,Kharif     ,10325.0,2013,12348.0,11766.285,1.1395917826876514
LOHIT,Rice,Kharif     ,12150.0,2013,21662.0,15470.531,1.2732947530864198
LOHIT,Wheat,Rabi       ,465.0,2013,799.0,651.9831,1.4021141790574596
LOHIT,Dry chillies,Whole Year ,150.0,2013,369.0,204.76277,1.3650851440429688
LOHIT,Dry ginger,Whole Year ,1035.0,2013,9387.0,1587.1294,1.5334583522041063
LOHIT,Sugarcane,Whole Year ,27.0,2013,178.0,40.002426,1.4815713387948495
LOHIT,Turmeric,Whole Year ,120.0,2013,688.0,168.25041,1.4020867665608725
LOHIT,Maize,Kharif     ,10390.0,2014,12850.0,11766.285,1.132462478946102
LOHIT,Rice,Kharif     ,11450.0,2014,22080.0,13298.254,1.1614195551310045
LOHIT,Wheat,Rabi       ,558.0,2014,1136.0,761.5755,1.3648306460363464
LOHIT,Dry chillies,Whole Year ,161.0,2014,331.0,222.68991,1.383167148376844
LOHIT,Dry ginger,Whole Year ,1122.0,2014,9877.0,1627.2163,1.4502819149676915
LOHIT,Sugarcane,Whole Year ,52.0,2014,695.0,81.189674,1.5613398918738732
LOHIT,Turmeric,Whole Year ,129.0,2014,742.0,177.87343,1.3788637856180355
LONGDING,Maize,Kharif     ,1530.0,2013,3506.0,1814.474,1.1859307183159722
LONGDING,Rice,Kharif     ,2890.0,2013,2504.0,3270.0415,1.1315022504865917
LONGDING,Dry chillies,Whole Year ,49.0,2013,397.0,69.69673,1.4223822768853636
LONGDING,Dry ginger,Whole Year ,17.0,2013,139.0,25.728886,1.513463861802045
LONGDING,Maize,Kharif     ,1595.0,2014,3900.0,1841.3904,1.1544767278115204
LONGDING,Rice,Kharif     ,2890.0,2014,2923.0,3270.0415,1.1315022504865917
LONGDING,Dry chillies,Whole Year ,60.0,2014,359.0,87.86801,1.4644668579101563
LONGDING,Dry ginger,Whole Year ,39.0,2014,230.0,52.993565,1.358809348864433
LOWER DIBANG VALLEY,Maize,Kharif     ,5400.0,2002,8910.0,5237.071,0.9698279260706019
LOWER DIBANG VALLEY,Rice,Kharif     ,9580.0,2002,13500.0,8824.482,0.9211359521790188
LOWER DIBANG VALLEY,Wheat,Rabi       ,170.0,2002,255.0,201.52596,1.1854467952952665
LOWER DIBANG VALLEY,Dry chillies,Whole Year ,17.0,2002,25.0,23.19448,1.3643812291762407
LOWER DIBANG VALLEY,Dry ginger,Whole Year ,2211.0,2002,15477.0,3095.9773,1.400261101276289
LOWER DIBANG VALLEY,Sugarcane,Whole Year ,92.0,2002,1880.0,124.46626,1.3528941610585088
LOWER DIBANG VALLEY,Turmeric,Whole Year ,57.0,2002,357.0,78.37448,1.3749908982661732
LOWER DIBANG VALLEY,Maize,Kharif     ,5450.0,2003,9810.0,5599.989,1.0275208751433487
LOWER DIBANG VALLEY,Rice,Kharif     ,9650.0,2003,11100.0,9436.001,0.9778239353950777
LOWER DIBANG VALLEY,Wheat,Rabi       ,175.0,2003,260.0,225.62541,1.2892880684988839
LOWER DIBANG VALLEY,Dry chillies,Whole Year ,50.0,2003,60.0,65.23507,1.304701385498047
LOWER DIBANG VALLEY,Dry ginger,Whole Year ,2225.0,2003,18912.0,3158.9856,1.4197688070575842
LOWER DIBANG VALLEY,Sugarcane,Whole Year ,95.0,2003,1900.0,131.0922,1.3799178274054276
LOWER DIBANG VALLEY,Turmeric,Whole Year ,58.0,2003,360.0,81.268456,1.4011802673339844
LOWER DIBANG VALLEY,Maize,Kharif     ,5500.0,2004,9365.0,5599.989,1.018179776278409
LOWER DIBANG VALLEY,Rice,Kharif     ,9655.0,2004,14895.0,9436.001,0.9773175532431383
LOWER DIBANG VALLEY,Wheat,Rabi       ,180.0,2004,270.0,226.06836,1.2559353298611111
LOWER DIBANG VALLEY,Dry chillies,Whole Year ,390.0,2004,560.0,454.16373,1.1645223764272836
LOWER DIBANG VALLEY,Dry ginger,Whole Year ,430.0,2004,2430.0,562.3821,1.3078653025072675
LOWER DIBANG VALLEY,Sugarcane,Whole Year ,150.0,2004,1000.0,192.76875,1.2851250203450522
LOWER DIBANG VALLEY,Turmeric,Whole Year ,75.0,2004,389.0,99.47244,1.3262992350260416
LOWER DIBANG VALLEY,Maize,Kharif     ,5600.0,2005,9520.0,5819.986,1.039283185686384
LOWER DIBANG VALLEY,Rice,Kharif     ,9700.0,2005,15035.0,9436.001,0.9727836058311856
LOWER DIBANG VALLEY,Wheat,Rabi       ,195.0,2005,302.0,244.6918,1.2548297588641828
LOWER DIBANG VALLEY,Dry chillies,Whole Year ,33.0,2005,33.0,41.307182,1.2517327973336885
LOWER DIBANG VALLEY,Dry ginger,Whole Year ,2240.0,2005,15680.0,3158.9856,1.4102614266531808
LOWER DIBANG VALLEY,Sugarcane,Whole Year ,12.0,2005,240.0,17.266884,1.438906987508138
LOWER DIBANG VALLEY,Turmeric,Whole Year ,65.0,2005,445.0,84.17164,1.2949482844426081
LOWER DIBANG VALLEY,Maize,Kharif     ,7500.0,2006,9745.0,7489.9478,0.9986597005208333
LOWER DIBANG VALLEY,Rice,Kharif     ,10736.0,2006,14149.0,11211.642,1.0443034278653596
LOWER DIBANG VALLEY,Wheat,Rabi       ,250.0,2006,375.0,296.7693,1.1870771484375
LOWER DIBANG VALLEY,Dry chillies,Whole Year ,60.0,2006,72.0,82.37807,1.372967783610026
LOWER DIBANG VALLEY,Dry ginger,Whole Year ,2750.0,2006,20625.0,4016.0408,1.4603784623579545
LOWER DIBANG VALLEY,Sugarcane,Whole Year ,80.0,2006,800.0,99.47244,1.243405532836914
LOWER DIBANG VALLEY,Turmeric,Whole Year ,80.0,2006,560.0,99.47244,1.243405532836914
LOWER DIBANG VALLEY,Maize,Kharif     ,7680.0,2007,9984.0,7767.8477,1.011438496907552
LOWER DIBANG VALLEY,Rice,Kharif     ,10950.0,2007,13477.0,11383.553,1.0395938570205479
LOWER DIBANG VALLEY,Wheat,Rabi       ,260.0,2007,364.0,345.89694,1.3303728543795073
LOWER DIBANG VALLEY,Dry chillies,Whole Year ,70.0,2007,77.0,94.14764,1.3449662344796316
LOWER DIBANG VALLEY,Dry ginger,Whole Year ,2850.0,2007,21375.0,4163.313,1.4608115748355264
LOWER DIBANG VALLEY,Sugarcane,Whole Year ,85.0,2007,850.0,121.1797,1.4256435618681067
LOWER DIBANG VALLEY,Turmeric,Whole Year ,88.0,2007,616.0,127.67747,1.450880310752175
LOWER DIBANG VALLEY,Maize,Kharif     ,7726.0,2008,10044.0,7789.9995,1.0082836541183988
LOWER DIBANG VALLEY,Rice,Kharif     ,11059.0,2008,13610.0,11416.016,1.0322828126412877
LOWER DIBANG VALLEY,Wheat,Rabi       ,257.0,2008,386.0,344.0738,1.3388085272525534
LOWER DIBANG VALLEY,Dry chillies,Whole Year ,68.0,2008,75.0,85.83214,1.2622373244341683
LOWER DIBANG VALLEY,Dry ginger,Whole Year ,2833.0,2008,21248.0,4175.185,1.4737681110461525
LOWER DIBANG VALLEY,Sugarcane,Whole Year ,85.0,2008,850.0,121.59408,1.4305185654584098
LOWER DIBANG VALLEY,Turmeric,Whole Year ,87.0,2008,619.0,121.59408,1.3976330811949982
LOWER DIBANG VALLEY,Maize,Kharif     ,7803.0,2009,10144.0,7789.9995,0.9983339115364283
LOWER DIBANG VALLEY,Rice,Kharif     ,11169.0,2009,8934.66,11580.872,1.0368763604899722
LOWER DIBANG VALLEY,Wheat,Rabi       ,260.0,2009,390.0,347.89133,1.3380435650165265
LOWER DIBANG VALLEY,Dry chillies,Whole Year ,69.0,2009,76.0,94.46957,1.36912414993065
LOWER DIBANG VALLEY,Dry ginger,Whole Year ,2855.0,2009,21413.0,4175.185,1.4624115791922065
LOWER DIBANG VALLEY,Sugarcane,Whole Year ,86.0,2009,860.0,121.59408,1.413884628650754
LOWER DIBANG VALLEY,Turmeric,Whole Year ,88.0,2009,616.0,128.11407,1.455841758034446
LOWER DIBANG VALLEY,Maize,Kharif     ,7885.0,2010,10251.0,8712.695,1.104970870323399
LOWER DIBANG VALLEY,Rice,Kharif     ,11180.0,2010,13760.0,13111.275,1.1727437737589446
LOWER DIBANG VALLEY,Wheat,Rabi       ,265.0,2010,398.0,360.06818,1.3587478349793631
LOWER DIBANG VALLEY,Dry chillies,Whole Year ,76.0,2010,83.0,103.92764,1.367468984503495
LOWER DIBANG VALLEY,Dry ginger,Whole Year ,2880.0,2010,21600.0,4407.302,1.5303131103515626
LOWER DIBANG VALLEY,Sugarcane,Whole Year ,101.0,2010,1010.0,139.64168,1.3825908698657952
LOWER DIBANG VALLEY,Turmeric,Whole Year ,92.0,2010,644.0,133.59216,1.452088729194973
LOWER DIBANG VALLEY,Maize,Kharif     ,8137.0,2011,10852.0,9777.924,1.2016620164833476
LOWER DIBANG VALLEY,Rice,Kharif     ,11357.0,2011,14995.0,13298.254,1.170930166967509
LOWER DIBANG VALLEY,Wheat,Rabi       ,265.0,2011,442.0,366.6018,1.3834030439268867
LOWER DIBANG VALLEY,Dry chillies,Whole Year ,87.0,2011,97.0,127.434906,1.4647690345501077
LOWER DIBANG VALLEY,Dry ginger,Whole Year ,2966.0,2011,22305.0,4591.3994,1.5480105913899191
LOWER DIBANG VALLEY,Sugarcane,Whole Year ,100.0,2011,1030.0,142.17557,1.4217556762695311
LOWER DIBANG VALLEY,Turmeric,Whole Year ,94.0,2011,663.0,139.57027,1.4847900715280087
LOWER DIBANG VALLEY,Maize,Kharif     ,8090.0,2012,10517.0,9777.924,1.2086432420426452
LOWER DIBANG VALLEY,Rice,Kharif     ,11460.0,2012,14822.0,13298.254,1.160406100021815
LOWER DIBANG VALLEY,Wheat,Rabi       ,280.0,2012,420.0,388.92685,1.3890244620186942
LOWER DIBANG VALLEY,Dry chillies,Whole Year ,95.0,2012,105.0,139.57027,1.4691607023540296
LOWER DIBANG VALLEY,Dry ginger,Whole Year ,2960.0,2012,23680.0,4591.3994,1.5511484506967905
LOWER DIBANG VALLEY,Turmeric,Whole Year ,98.0,2012,735.0,139.57027,1.4241863951391103
LOWER DIBANG VALLEY,Maize,Kharif     ,8199.0,2013,10589.0,9777.924,1.1925751711336747
LOWER DIBANG VALLEY,Rice,Kharif     ,14595.0,2013,16058.0,17115.453,1.1726929170948954
LOWER DIBANG VALLEY,Wheat,Rabi       ,289.0,2013,434.0,410.9452,1.4219556762272925
LOWER DIBANG VALLEY,Dry chillies,Whole Year ,110.0,2013,264.0,146.92693,1.3356993241743609
LOWER DIBANG VALLEY,Dry ginger,Whole Year ,2980.0,2013,23840.0,4591.3994,1.5407380584102348
LOWER DIBANG VALLEY,Sugarcane,Whole Year ,100.0,2013,700.0,142.17557,1.4217556762695311
LOWER DIBANG VALLEY,Turmeric,Whole Year ,105.0,2013,788.0,142.17557,1.3540530250186011
LOWER DIBANG VALLEY,Maize,Kharif     ,8264.0,2014,11091.0,9777.924,1.183195042125484
LOWER DIBANG VALLEY,Rice,Kharif     ,13906.0,2014,16479.0,17102.055,1.2298327835107148
LOWER DIBANG VALLEY,Wheat,Rabi       ,382.0,2014,771.0,516.29333,1.3515532328820354
LOWER DIBANG VALLEY,Dry chillies,Whole Year ,121.0,2014,226.0,168.25041,1.3904992726223528
LOWER DIBANG VALLEY,Dry ginger,Whole Year ,3067.0,2014,24130.0,5150.3286,1.6792724529772578
LOWER DIBANG VALLEY,Sugarcane,Whole Year ,125.0,2014,1217.0,168.25041,1.3460032958984376
LOWER DIBANG VALLEY,Turmeric,Whole Year ,114.0,2014,842.0,146.92693,1.2888326812208744
LOWER SUBANSIRI,Maize,Kharif     ,3794.0,1997,6876.0,3592.4827,0.9468852572524051
LOWER SUBANSIRI,Rice,Kharif     ,21064.0,1997,19900.0,20033.379,0.9510719192105014
LOWER SUBANSIRI,Sesamum,Kharif     ,31.0,1997,20.0,28.93954,0.9335335762270035
LOWER SUBANSIRI,Soyabean,Kharif     ,69.0,1997,70.0,69.330505,1.004789932914402
LOWER SUBANSIRI,Groundnut,Rabi       ,15.0,1997,10.0,18.64819,1.243212636311849
LOWER SUBANSIRI,Sugarcane,Rabi       ,15.0,1997,560.0,18.64819,1.243212636311849
LOWER SUBANSIRI,Wheat,Rabi       ,33.0,1997,56.0,38.064037,1.1534556764544863
LOWER SUBANSIRI,Maize,Kharif     ,4178.0,1998,4787.0,4036.0293,0.9660194583233604
LOWER SUBANSIRI,Rice,Kharif     ,21585.0,1998,15045.0,20915.545,0.9689851712705583
LOWER SUBANSIRI,Sesamum,Kharif     ,32.0,1998,15.0,30.018456,0.9380767345428467
LOWER SUBANSIRI,Soyabean,Kharif     ,79.0,1998,60.0,74.32713,0.9408497870722904
LOWER SUBANSIRI,Groundnut,Rabi       ,30.0,1998,15.0,36.695957,1.2231985727945964
LOWER SUBANSIRI,Wheat,Rabi       ,45.0,1998,40.0,52.877823,1.175062730577257
LOWER SUBANSIRI,Dry chillies,Whole Year ,90.0,1998,180.0,122.75965,1.3639961242675782
LOWER SUBANSIRI,Dry ginger,Whole Year ,405.0,1998,2025.0,496.45544,1.2258159119405865
LOWER SUBANSIRI,Sugarcane,Whole Year ,90.0,1998,540.0,122.75965,1.3639961242675782
LOWER SUBANSIRI,Turmeric,Whole Year ,25.0,1998,50.0,31.90908,1.2763632202148438
LOWER SUBANSIRI,Maize,Kharif     ,540.0,1999,635.0,553.4287,1.0248679832175926
LOWER SUBANSIRI,Rice,Kharif     ,22000.0,1999,10500.0,20915.545,0.9507065873579545
LOWER SUBANSIRI,Wheat,Rabi       ,52.0,1999,78.0,70.032875,1.3467860588660607
LOWER SUBANSIRI,Dry chillies,Whole Year ,140.0,1999,210.0,187.3873,1.338480704171317
LOWER SUBANSIRI,Dry ginger,Whole Year ,50.0,1999,255.0,63.29463,1.265892562866211
LOWER SUBANSIRI,Turmeric,Whole Year ,30.0,1999,240.0,39.00654,1.3002179463704426
LOWER SUBANSIRI,Maize,Kharif     ,4510.0,2000,5412.0,4260.206,0.9446133158952328
LOWER SUBANSIRI,Rice,Kharif     ,18150.0,2000,18150.0,17326.256,0.954614647899449
LOWER SUBANSIRI,Wheat,Rabi       ,65.0,2000,70.0,79.06673,1.2164111797626203
LOWER SUBANSIRI,Dry chillies,Whole Year ,150.0,2000,255.0,188.4513,1.2563419596354166
LOWER SUBANSIRI,Dry ginger,Whole Year ,65.0,2000,357.0,81.934105,1.260524691068209
LOWER SUBANSIRI,Sugarcane,Whole Year ,100.0,2000,1000.0,130.42204,1.3042204284667969
LOWER SUBANSIRI,Turmeric,Whole Year ,40.0,2000,326.0,48.125843,1.2031460762023927
LOWER SUBANSIRI,Maize,Kharif     ,1000.0,2001,1750.0,1039.2363,1.039236328125
LOWER SUBANSIRI,Rice,Kharif     ,4350.0,2001,3500.0,4124.588,0.9481811242816092
LOWER SUBANSIRI,Wheat,Rabi       ,10.0,2001,12.0,11.702384,1.1702383995056151
LOWER SUBANSIRI,Dry chillies,Whole Year ,210.0,2001,250.0,254.46397,1.2117332095191593
LOWER SUBANSIRI,Dry ginger,Whole Year ,75.0,2001,530.0,96.82816,1.2910421752929688
LOWER SUBANSIRI,Sugarcane,Whole Year ,10.0,2001,100.0,13.702666,1.3702666282653808
LOWER SUBANSIRI,Turmeric,Whole Year ,5.0,2001,10.0,7.9752526,1.5950505256652832
