N,P,K,temperature,humidity,ph,rainfall,label
67,68,49,35.26824831,92.38282957,6.821774589,149.8488208,papaya
45,57,47,23.16855863,90.78821158,6.656458831,161.6892093,papaya
56,50,52,33.08706051,92.25197542,6.770384816,88.1300769,papaya
70,50,53,37.4620912,90.44967809,6.933809743,172.3458448,papaya
44,47,45,38.73218907,94.73613484,6.579441304,218.142147,papaya
50,60,47,32.57720726,92.74889453,6.92791761,93.7942847,papaya
52,51,53,38.38231475,93.10378595,6.985804083,210.2735346,papaya
35,68,45,42.93605359,90.09448142,6.612429546,234.8466111,papaya
68,69,52,25.65492304,92.74501561,6.813383387,52.95477913,papaya
32,55,52,37.58899717,91.99740365,6.9677596,159.6577388,papaya
32,55,51,29.60718808,93.15642801,6.57398033,62.68710535,papaya
48,62,47,25.34756111,93.02871078,6.803094965,174.4012337,papaya
39,69,53,25.9300384,93.02357765,6.964955435,241.8202079,papaya
49,61,45,32.76795887,94.57377401,6.764213299,240.4795923,papaya
48,57,54,29.02328049,90.20396783,6.617703178,126.8069869,papaya
69,66,49,40.00439101,90.17015833,6.52711001,92.11877372,papaya
53,55,55,33.32315744,91.25271223,6.709668804,234.496633,papaya
38,61,52,31.22790131,94.94021378,6.620729882,46.44279118,papaya
57,64,55,26.68386496,92.9585411,6.583760499,62.50689682,papaya
51,57,55,24.70528368,90.14732171,6.676407337,108.4103158,papaya
56,65,45,38.2016825,93.97379963,6.751298936,218.0908814,papaya
54,66,52,36.56769731,93.79503425,6.867554147,104.4218596,papaya
58,55,47,26.05375792,93.69111672,6.742490027,240.6863901,papaya
68,70,54,31.29986342,92.76039164,6.986228647,54.77830202,papaya
42,59,55,40.10207731,94.35110201,6.979102243,149.1199989,papaya
43,64,47,38.58954491,91.58076549,6.825664782,102.2708231,papaya
35,67,49,41.31330062,91.1508798,6.617066674,239.7427554,papaya
56,59,55,37.03551903,91.79430166,6.551892638,188.5181422,papaya
39,64,53,23.0124018,91.07355541,6.598860305,208.3357976,papaya
18,30,29,26.7627493,92.86056895,6.420018717,224.5903664,coconut
37,23,28,25.61294367,94.3138837,5.740054567,224.3206759,coconut
13,28,33,28.130115,95.64807631,5.686972967,151.0761899,coconut
2,21,35,25.02887163,91.53720922,6.293662363,179.8248944,coconut
10,18,35,27.79797651,99.64573002,6.381975465,181.6942283,coconut
7,11,32,29.25902906,95.11294697,5.542169139,184.7624496,coconut
39,5,31,27.10134661,93.69979946,5.551963184,150.9502632,coconut
34,6,27,25.84726298,90.92669463,5.860740481,147.8888994,coconut
31,30,29,26.58580443,90.98617591,5.558807063,178.8116076,coconut
25,7,35,28.38503882,99.18843684,5.55771171,189.6711349,coconut
16,18,26,28.43647052,91.81320717,5.568365926,145.5414413,coconut
26,10,33,28.27298134,96.93649473,6.07071786,198.8234862,coconut
27,8,32,27.00648436,96.46168931,5.627860549,144.3331315,coconut
37,18,30,27.63551259,99.34854917,6.38488418,157.9171537,coconut
19,15,34,26.29644905,99.65809151,5.685889066,215.9195049,coconut
0,19,33,27.1326009,95.23797989,6.234458417,204.7206567,coconut
31,20,26,25.56567803,97.61361544,6.443168642,199.7936345,coconut
9,17,32,25.94951662,93.40548703,5.842317989,172.0540491,coconut
22,11,29,28.03380598,95.01630593,5.955742971,218.0055713,coconut
31,6,26,29.12859129,91.30924833,5.741367375,157.2388553,coconut
34,6,30,27.0828252,97.00155491,5.948342571,171.7575545,coconut
24,6,32,28.11321494,90.01734526,6.387067562,172.4813641,coconut
1,8,26,27.5136304,94.18955816,5.562911913,156.6732553,coconut
31,13,33,27.63834933,95.48763389,5.85971872,205.5463111,coconut
10,9,28,29.01256899,94.01014388,6.282955073,150.0500312,coconut
36,27,26,26.58413917,95.78923137,6.25449571,171.6262299,coconut
38,24,33,28.28905147,97.00396405,5.973853124,142.9403233,coconut
11,6,25,28.69164799,96.65248672,6.081568052,178.9635457,coconut
16,14,30,29.70931288,96.30484325,6.37466756,209.8453993,coconut
33,14,35,27.14865285,96.66355213,6.027707171,149.2433497,coconut
16,6,29,29.28725038,91.95614918,5.868285082,132.1491176,coconut
32,11,31,25.06871967,93.31410447,6.205931638,134.8419069,coconut
38,14,30,26.92449525,91.20106019,5.570745386,194.9022136,coconut
8,6,33,28.27804288,93.64761266,6.095261013,171.9457959,coconut
23,6,33,29.18032562,92.73041222,6.025789594,204.9603677,coconut
29,25,35,28.3575072,91.64509299,5.542873799,160.7306991,coconut
24,14,33,29.38072512,93.27565685,6.366219551,218.5241851,coconut
32,12,30,25.39241091,98.08951196,5.579845008,218.080385,coconut
30,25,31,26.31270635,98.62048026,5.804965067,208.1181381,coconut
14,21,35,29.52501367,91.91185319,6.121005506,194.3100272,coconut
27,22,29,28.83214859,92.17170353,6.000248647,145.4172387,coconut
40,5,29,28.48444906,97.76865458,5.820978791,160.389421,coconut
17,11,32,28.74013335,93.39676499,5.620733794,156.7650823,coconut
30,30,35,25.00872392,95.59224018,6.001936419,165.8092179,coconut
28,10,30,29.8690834,91.14723422,6.305740522,192.7678575,coconut
39,7,29,27.54273211,94.59086121,6.362544111,150.2012138,coconut
32,20,35,26.52166434,98.38227669,5.588655387,144.6261698,coconut
7,15,32,25.03512351,95.89739958,6.182232762,174.796583,coconut
29,17,29,29.20394909,95.66997327,5.959493188,211.2506267,coconut
34,15,34,27.05826457,91.10510371,5.677282678,224.7006953,coconut
14,23,25,26.18552389,96.96637916,5.612122797,135.4186222,coconut
18,19,29,27.59376845,92.48519606,6.206077742,162.8432736,coconut
7,21,35,25.76011662,94.65830608,5.764812076,131.2451414,coconut
24,27,34,28.87862994,95.11320315,6.203376525,145.0583117,coconut
39,29,29,26.50908611,94.48414544,6.143662699,199.8778403,coconut
29,8,28,26.87037587,91.72546257,6.100429497,214.4128874,coconut
10,24,27,27.57283516,94.90485697,5.708409601,145.9298935,coconut
0,29,32,28.05912437,98.3670985,5.868255858,171.6516396,coconut
32,11,31,29.51611558,92.56492864,6.461225827,131.2116167,coconut
37,10,32,28.96318258,95.16333673,6.165084855,222.803013,coconut
20,29,27,25.09897688,92.36099489,6.047044342,157.7592626,coconut
31,29,35,27.1872282,92.19906776,6.137102505,141.3220576,coconut
17,30,27,29.03065024,90.79093862,5.894027065,205.5720367,coconut
1,12,30,27.754298,95.94643831,5.56222383,131.0900076,coconut
6,13,29,27.31155708,99.96906006,5.832608028,201.8258633,coconut
15,28,32,28.84270971,99.64328526,6.218571874,224.4016682,coconut
27,24,29,26.61423461,96.97300803,6.142010637,191.006688,coconut
3,23,30,29.70143197,95.65754365,6.078807239,215.1968037,coconut
8,26,26,25.54759871,91.64194826,5.702484758,212.867626,coconut
20,28,26,26.37978453,91.49882979,5.547594847,167.0470997,coconut
26,18,27,27.45907759,92.90736493,5.836075368,142.1430003,coconut
1,6,35,27.02269204,95.71935435,6.231662767,147.1682459,coconut
27,30,31,28.98545306,90.73966792,5.718120393,148.8398374,coconut
23,7,34,26.1055118,91.52421214,5.852038202,134.1279669,coconut
0,26,31,25.0707247,95.02156793,5.547933273,192.9036306,coconut
38,6,25,25.54963273,96.92786777,6.156259104,191.2996157,coconut
25,12,26,28.56973521,95.67906668,6.436314406,134.8370348,coconut
40,5,32,26.07010807,96.7036223,5.981169595,143.533473,coconut
0,19,31,25.51791333,94.38420565,6.271952833,178.7297725,coconut
26,9,32,25.9490364,94.73860514,6.470465614,144.1571109,coconut
35,30,34,28.2974764,95.41122824,6.141502001,182.4482352,coconut
19,30,30,29.56549169,91.40896307,5.826381164,224.8315729,coconut
31,13,33,29.69952329,95.21224392,6.342463714,148.3003692,coconut
17,29,26,26.14162144,93.28415295,6.071897347,195.4115025,coconut
2,30,30,26.00175125,94.79998418,6.331051715,209.540094,coconut
30,13,25,27.15116142,91.48889469,6.413184638,164.9182225,coconut
8,15,33,28.97318719,98.09861043,5.50158009,213.9011021,coconut
18,12,35,26.13958446,96.38580769,6.338720873,131.3387935,coconut
8,28,30,25.51618488,94.33465411,6.015672239,135.1272491,coconut
40,22,29,27.55821802,99.98187601,5.735364307,174.6256481,coconut
27,10,33,27.81132822,97.48410555,6.465906333,154.0621221,coconut
21,20,31,25.60033702,99.7240104,5.855457599,165.8248732,coconut
3,9,35,26.91641934,99.84671638,6.318552973,225.6323656,coconut
22,16,27,29.1797902,90.27214288,6.006784979,188.9252083,coconut
27,8,30,26.44600063,98.29937782,6.008386283,221.2258168,coconut
22,8,33,28.43572863,95.8840407,5.665785202,203.9283708,coconut
28,27,32,28.94099669,93.00109012,5.764615485,191.7723087,coconut
23,21,26,26.45488737,93.45042636,5.901495544,149.2220255,coconut
37,5,34,25.79490531,93.84150618,5.779032666,152.4238712,coconut
19,26,29,26.93141945,98.80313612,5.67154928,166.5712879,coconut
89,47,38,25.52468965,72.24850829,6.002524871,151.8869972,jute
60,37,39,26.59104992,82.94164078,6.033485257,161.2469997,jute
63,41,45,25.29781791,86.8870535,7.121933579,196.6249511,jute
86,40,39,25.72100868,88.16513579,6.207459637,175.6086697,jute
96,41,40,23.58419277,72.00460848,6.090060478,190.4242157,jute
100,35,36,25.31042337,72.01364411,6.346715209,190.5577618,jute
63,37,43,23.41798979,85.08640476,6.661957897,185.7446728,jute
70,43,40,24.35564134,88.80391021,6.176860192,169.1168028,jute
67,55,44,26.284017,75.14640198,7.251847296,182.2685447,jute
74,40,40,25.13842773,83.12053888,6.386259978,169.3388465,jute
89,53,44,24.88692811,71.91711523,7.319735475,150.2498675,jute
74,46,45,25.75734909,88.36668522,6.025028997,189.4263485,jute
89,41,38,23.12844351,74.68322732,6.344751947,199.8362913,jute
60,55,40,24.9949957,88.95692783,7.02777956,151.4935635,jute
67,43,38,25.21622704,70.88259632,7.299304715,195.8645552,jute
70,38,35,24.39736241,79.26861738,7.014063944,164.2697011,jute
74,49,38,23.31410442,71.4509053,7.488014404,164.4970373,jute
90,40,39,25.72668885,81.86171563,6.626503893,191.9649389,jute
82,35,44,26.96656378,78.21047693,6.239011,169.8391177,jute
73,45,37,23.70467146,74.63745355,6.742688094,181.2783964,jute
85,53,38,24.90075709,73.84186449,6.588017308,153.8990984,jute
81,56,36,23.39605743,72.60512854,7.097586415,174.7876411,jute
84,55,38,26.8748389,79.78725152,6.956682743,173.1017097,jute
80,45,42,23.1426498,74.99739774,7.380396262,151.9035477,jute
76,54,45,24.29496635,77.62976013,6.176618831,184.9800516,jute
76,56,39,24.39459498,89.89106506,6.551130445,197.1220049,jute
81,40,45,25.7629429,80.76238215,6.427726565,174.5071843,jute
76,44,45,25.4879684,84.48235878,6.740947635,168.7848886,jute
69,47,40,25.37122686,76.2403666,6.130136384,183.8270791,jute
82,40,45,26.21312799,81.70476368,6.667633355,180.1237765,jute
69,57,35,24.30748599,78.54340987,6.186814392,186.2337571,jute
81,36,38,23.76554749,87.98329901,6.334837865,150.3166152,jute
67,60,38,24.79853023,78.53037059,7.16214284,162.2847429,jute
72,51,40,23.20683504,74.09956958,7.422318499,199.4766779,jute
65,39,45,23.66805429,70.89000744,6.768001309,184.4633281,jute
78,50,43,25.12417673,85.72530641,6.348441469,159.5718087,jute
77,52,41,23.89069041,83.46409075,6.097294061,167.7230632,jute
89,52,42,23.09433785,81.45139295,6.14132902,196.6587013,jute
62,49,37,24.21744605,82.85284045,7.479248124,166.1365886,jute
90,48,45,24.06475727,71.31342851,6.509174789,153.6390212,jute
66,47,36,24.85441411,74.4407048,6.57256106,175.572958,jute
80,52,39,26.41915161,76.85691248,7.165696848,197.2101782,jute
89,52,45,24.89326318,77.01222585,7.207457208,196.469984,jute
77,51,44,23.25583402,82.7015932,7.124333547,166.2160846,jute
94,37,41,24.7634518,87.06071115,6.463538707,179.1630865,jute
75,41,35,24.97042599,78.62697699,6.856833064,166.6415254,jute
60,55,36,26.12797248,80.49172597,7.132389299,150.6326874,jute
62,56,35,25.97825807,81.65769588,6.235357638,163.3488091,jute
84,40,42,26.2830571,73.35763537,6.704273839,186.6898282,jute
100,56,40,26.38905406,83.31240346,7.433313409,176.1516409,jute
75,56,44,25.2746335,73.7459581,6.109478059,168.0432282,jute
78,46,42,23.09499564,78.45959697,7.095413294,155.3851533,jute
82,48,36,25.79351957,81.76904006,6.352076783,193.2418382,jute
100,58,41,23.17403323,87.88255345,6.658769991,160.6217342,jute
88,50,40,25.63215038,79.95150917,7.051822472,182.2582277,jute
67,41,40,25.848795,87.81661683,7.333143205,152.6194403,jute
72,42,43,26.56767277,80.90424543,6.352771037,181.2915605,jute
89,40,43,26.24532085,72.97198375,7.124050134,189.9711184,jute
89,57,43,26.91515043,73.19897535,6.998787171,177.2233048,jute
61,41,44,24.36972377,82.11319791,6.537914958,159.9210934,jute
79,45,43,25.71901283,79.15532398,7.171054239,187.1735424,jute
84,40,43,25.01157559,88.3313023,7.228268228,169.4168014,jute
98,43,35,25.40785911,76.44048625,7.319952206,188.6372826,jute
75,36,44,23.28081,74.27607475,6.613341343,153.7447398,jute
89,58,35,23.98651719,82.09053379,6.096838784,167.0576456,jute
91,41,37,24.48556447,83.20630007,6.132570523,192.2316221,jute
77,48,36,25.86705009,84.09985284,7.36008498,154.8390847,jute
66,58,35,23.5643831,79.46283115,7.321619041,185.25947,jute
62,59,41,24.2248758,74.89465426,7.175170657,192.4931257,jute
82,35,35,25.49386782,86.97061481,7.299076163,176.5268267,jute
61,41,35,24.97178693,79.47557931,6.842966479,195.7571622,jute
99,57,38,24.80624984,82.09281674,6.356295568,156.3616174,jute
70,42,43,23.16814977,76.66724969,6.508342839,157.1215052,jute
90,59,35,24.25133493,89.86454053,7.098227926,175.1742112,jute
73,43,42,26.58361011,78.00774772,6.310699968,154.8238864,jute
67,46,44,26.82489244,78.20392774,7.093328631,153.9199807,jute
84,37,42,25.49674786,81.13449097,6.691074249,169.9288234,jute
72,41,36,24.09874353,80.57226761,6.187746776,176.8604109,jute
71,56,37,23.18866654,86.20899734,6.491506245,176.103677,jute
64,53,38,26.24347471,78.51063754,6.855362875,183.4065252,jute
65,54,39,23.75091572,71.14782585,7.124571593,160.0889553,jute
60,58,37,26.13871511,79.1188943,6.067302109,171.4892533,jute
86,39,43,26.14576648,71.23690851,6.432051512,193.1007598,jute
90,50,44,26.91643698,73.48655995,6.253408852,171.4716375,jute
91,38,36,26.5232969,77.17331847,7.287318723,157.8548562,jute
87,48,38,23.81579631,80.94023552,7.161865733,190.312216,jute
72,41,36,26.50838667,86.84264005,6.065898283,152.9801697,jute
71,54,35,26.63952463,70.95705996,7.311077075,199.3355744,jute
82,46,41,23.3250131,79.79609448,6.581693772,187.3096148,jute
71,52,43,26.47549543,73.96164569,6.732826127,180.2513601,jute
80,43,43,23.78756036,74.36794079,6.014572075,172.6442654,jute
77,55,43,25.49941707,75.99987588,6.663559451,193.7141828,jute
95,57,41,23.24925555,73.65346838,6.434610995,184.7674863,jute
63,47,35,26.98582182,89.05587886,7.432768147,193.8778713,jute
93,43,38,23.61475336,86.14290267,6.987332927,150.2355238,jute
87,44,43,23.87484465,86.79261344,6.718725189,177.5147313,jute
88,52,39,23.92887902,88.07112278,6.880204617,154.6608736,jute
90,39,37,24.81441246,81.68688879,6.86106911,190.7886386,jute
90,39,43,24.44743944,82.286484,6.7693455,190.9684885,jute
84,38,43,26.57421679,73.81994896,7.26158085,159.3223075,jute
43,33,43,26.37734964,75.19785168,6.20630556,912.8514517,arecanut
42,31,45,25.63436777,76.65154013,6.20333679,970.4536548,arecanut
40,33,42,25.42575727,79.26944904,6.45526368,968.7575349,arecanut
43,34,41,26.40627265,79.74468883,6.17901331,952.0654758,arecanut
42,35,42,25.79654748,76.31590371,6.19869466,929.0289425,arecanut
43,32,40,26.06723316,77.14454007,6.00464034,915.3133157,arecanut
44,35,40,25.24446879,77.49406456,6.44583965,945.6333316,arecanut
43,31,44,24.56991211,76.51007186,6.3751149,983.3427071,arecanut
43,33,44,27.49476669,77.86530656,6.1241995,952.7813529,arecanut
41,34,42,26.4997581,75.12593192,6.20916082,982.4067795,arecanut
42,34,43,24.27627567,75.76266852,6.32811046,974.2105067,arecanut
44,34,41,24.73363663,79.12030233,6.37675397,996.8287199,arecanut
45,33,41,27.4696601,76.49428269,6.47279506,969.7965207,arecanut
43,33,43,24.67979927,77.11049969,6.33431554,943.5035641,arecanut
40,32,41,27.18560528,76.36865148,6.4827744,926.4743188,arecanut
44,34,41,25.93962143,75.38997815,6.21358358,938.070354,arecanut
45,31,42,25.31269607,79.06684478,6.09852879,929.0645268,arecanut
44,31,41,27.70306017,75.82253024,6.05834385,951.0235425,arecanut
43,30,42,27.1984675,78.84614763,6.28382686,919.7278121,arecanut
42,32,45,25.66010191,79.84190312,6.22791496,929.4094034,arecanut
43,34,41,27.41059585,76.0141873,6.14734303,986.3191005,arecanut
41,35,42,25.78495079,76.28066904,6.41998612,945.1290685,arecanut
45,35,41,25.77092395,75.02604055,6.22357193,925.6116957,arecanut
44,34,44,25.08936049,76.97642068,6.07819799,988.1674415,arecanut
43,31,44,26.5546993,78.23349497,6.07664809,976.5054656,arecanut
43,34,44,24.25879652,78.22696223,6.09270991,945.0551343,arecanut
44,30,42,24.64561088,78.54041097,6.33563409,998.2141824,arecanut
40,35,43,26.16753698,77.77207446,6.13517708,900.9922818,arecanut
41,31,41,25.91650312,76.07088749,6.16763365,963.7143385,arecanut
41,32,42,27.17308023,77.20621748,6.1854045,983.5311875,arecanut
44,34,42,27.0857767,77.62002993,6.46499972,966.146187,arecanut
43,32,44,27.21033941,77.30141581,6.31456343,964.0317639,arecanut
44,31,41,24.7144371,78.41139629,6.30507513,996.4617025,arecanut
42,32,42,26.04049518,76.02169277,6.41967678,968.0528742,arecanut
44,32,45,26.86554,77.65412309,6.33880108,917.1428567,arecanut
43,31,43,27.79110291,78.4617899,6.01121086,913.2014667,arecanut
42,35,44,26.54110666,75.57611388,6.36177312,901.5647422,arecanut
45,30,42,24.41604082,79.6900225,6.15993317,979.5821737,arecanut
42,31,42,24.14589225,79.14621662,6.0398495,943.7791868,arecanut
41,33,43,27.46600524,79.10611167,6.38461811,923.3229286,arecanut
43,35,41,24.0271427,78.71693563,6.1261302,925.9388252,arecanut
41,34,44,26.09013309,77.58323196,6.28401603,937.3027727,arecanut
45,34,44,24.71463887,75.70564813,6.20923163,918.6299991,arecanut
44,32,44,24.57772144,76.21457627,6.44465631,953.6099403,arecanut
43,33,41,26.41962662,77.78464528,6.3846983,951.1992504,arecanut
42,33,42,27.52727865,76.54105806,6.47264488,950.0481337,arecanut
40,30,41,26.75827919,76.0603971,6.0539575,934.4123337,arecanut
44,31,44,24.9579751,78.80591056,6.12069383,927.0902507,arecanut
42,34,44,24.6818379,75.13092822,6.12925821,994.4544751,arecanut
44,30,44,26.75505124,76.1422842,6.20375628,937.5478987,arecanut
42,32,40,25.34186993,75.37386281,6.40117425,918.3102914,arecanut
42,30,42,25.88511351,76.76955228,6.31925061,967.855576,arecanut
43,34,44,25.48704418,78.33018542,6.33103209,994.8998812,arecanut
41,31,45,27.063716,76.47605203,6.00497325,966.0116387,arecanut
44,31,44,24.01695143,79.45328689,6.31534305,979.1312667,arecanut
43,34,40,26.44759915,76.39698159,6.42227274,906.0229263,arecanut
40,34,45,27.22912699,77.51855954,6.16051778,962.0009698,arecanut
45,33,40,26.08922785,76.71270084,6.4736436,956.8006621,arecanut
42,32,44,25.92650869,78.48392801,6.32777944,995.6205695,arecanut
43,32,41,26.76163561,76.58472333,6.43592294,970.4712383,arecanut
40,30,44,27.15232075,76.44709993,6.28989776,930.6581801,arecanut
40,33,44,25.32105755,77.70980501,6.32324061,950.1426971,arecanut
42,32,40,27.8906907,77.8128327,6.25923615,954.2616937,arecanut
41,30,45,26.29251146,76.55514041,6.49612317,945.5766989,arecanut
42,32,43,25.41429121,79.22325689,6.02253576,912.0266311,arecanut
41,30,44,27.8745981,77.21083686,6.10336269,939.1369761,arecanut
43,32,44,26.46425569,79.3612892,6.41411969,991.9374491,arecanut
41,35,44,25.78729924,79.23524885,6.36786572,946.2137065,arecanut
45,33,43,27.46696971,76.63562396,6.00235313,913.8442654,arecanut
41,30,45,24.81954583,76.43396819,6.2032255,947.670344,arecanut
42,34,41,24.35758173,75.65020769,6.1454216,966.9426065,arecanut
44,33,43,27.83166785,78.36284927,6.45089995,963.1430616,arecanut
40,33,43,26.31315656,79.60983959,6.26505712,930.5627691,arecanut
42,32,44,24.74983804,77.42485146,6.21166042,939.2340451,arecanut
40,34,44,26.15691302,77.557157,6.2074627,952.4593751,arecanut
44,34,41,25.27049444,76.63345252,6.08926406,952.4841831,arecanut
42,33,42,25.92969019,75.18963041,6.04870605,983.2168092,arecanut
41,34,41,26.15558164,75.81059039,6.06713301,989.9794372,arecanut
42,34,42,24.66039555,77.98908459,6.04985039,942.6701113,arecanut
42,31,44,24.45857391,79.4790588,6.024784,980.8503576,arecanut
41,30,41,24.78468357,78.83353833,6.29701577,974.407859,arecanut
45,32,44,25.33550093,76.26240145,6.4778177,942.9776437,arecanut
43,34,40,24.68770945,78.833043,6.13303525,924.200507,arecanut
42,35,40,26.38080748,76.91568516,6.256884,971.4840275,arecanut
44,34,42,24.63398254,78.75716381,6.20998415,988.6698085,arecanut
43,35,42,25.07063385,76.58276938,6.45338533,941.2871347,arecanut
43,32,44,27.20270039,78.33027811,6.18990447,992.9564976,arecanut
40,31,42,24.58239006,77.55461928,6.18665361,934.6710763,arecanut
42,34,41,24.17272894,78.00810663,6.15361124,990.6021132,arecanut
42,31,44,26.92782593,77.60671431,6.31712545,948.9569957,arecanut
40,34,43,27.50490774,77.50963792,6.45579958,934.9697279,arecanut
44,31,42,26.36220121,77.04423821,6.43949086,986.9531351,arecanut
45,33,41,24.59940023,76.32622636,6.48739898,924.0497326,arecanut
42,31,41,27.24517951,79.66138853,6.24694664,996.9189246,arecanut
40,30,44,25.29595795,75.60327503,6.26467181,938.3571264,arecanut
42,34,44,25.93322373,76.84261353,6.03384125,940.7446877,arecanut
42,32,40,24.83023034,78.99867301,6.32604145,958.9245939,arecanut
45,33,41,27.80286106,75.07278156,6.37296117,999.3349485,arecanut
41,33,43,25.11405717,79.35311911,6.10875677,913.3896214,arecanut
45,35,44,25.29602022,79.39715108,6.26418326,949.7967559,arecanut
21,15,15,36.46653629,24.55454386,6.15749955,59.6626448,bajra
20,17,17,35.70863794,23.79624241,6.19929695,51.72655783,bajra
20,16,17,37.84697638,22.18513181,6.05421046,54.63993256,bajra
22,16,17,36.77261283,23.72638934,6.07329205,52.14463184,bajra
20,17,15,37.60705871,20.43779342,6.07925802,56.81090321,bajra
20,16,16,35.16105651,24.31174642,6.27763713,58.14960814,bajra
21,15,15,35.87977729,22.59075079,6.08774834,40.99337053,bajra
21,17,16,37.71864982,20.28650238,6.18664504,59.9357858,bajra
20,16,16,37.9157697,22.40420455,6.01285157,51.60198512,bajra
21,16,15,37.79596619,23.95995764,6.298425,50.26054614,bajra
21,16,15,35.19770165,24.56139509,6.23748872,46.18702284,bajra
21,17,16,35.04552741,20.7333582,6.25713029,53.09902641,bajra
20,15,15,36.82289003,21.20840438,6.10091887,57.547419,bajra
20,15,16,36.56950352,23.82148864,6.29814636,43.30446977,bajra
21,17,15,35.51879518,20.86012947,6.0653443,57.04126182,bajra
20,15,17,36.73373018,21.50288043,6.25698795,43.78125122,bajra
21,16,16,36.291952,24.8628543,6.00656003,48.9252293,bajra
20,15,15,35.3077133,24.26945666,6.17618708,42.12706538,bajra
21,17,15,35.51090286,22.16688721,6.23593531,52.35552249,bajra
20,15,15,35.1115196,20.08445077,6.1023079,55.72218761,bajra
22,16,15,37.90520839,22.69173714,6.14686005,55.71390134,bajra
22,17,17,37.79342082,24.26991832,6.07678924,55.6874174,bajra
22,17,16,37.71424811,22.21642937,6.18433795,55.28924427,bajra
21,15,15,37.47460554,20.4752721,6.01478723,45.96626791,bajra
20,16,16,37.27580121,21.39284891,6.24616728,50.81185055,bajra
21,17,17,37.51981199,20.22992516,6.17102525,50.21479896,bajra
20,16,16,36.97263273,22.09729259,6.13154217,47.34246416,bajra
21,16,16,36.29225329,23.98779933,6.14341814,46.63322751,bajra
21,15,17,36.45472205,21.55267487,6.15676397,49.2843483,bajra
21,17,17,37.95885316,21.33971975,6.08662088,43.12717271,bajra
21,16,17,36.03135484,21.53195853,6.27456354,43.21703895,bajra
22,17,16,37.08365318,23.1407676,6.2474917,46.77894934,bajra
21,16,15,35.4449878,23.56100086,6.10651316,58.46273556,bajra
21,16,16,35.24233259,22.16389896,6.05267509,52.94174141,bajra
22,17,16,35.88324661,22.02689223,6.17045157,49.56068354,bajra
21,15,15,36.27974006,24.72697683,6.02173603,47.34709903,bajra
21,16,16,36.97584303,23.29207834,6.07734232,43.65632876,bajra
21,16,16,35.33130918,21.75131448,6.22404257,45.28932314,bajra
22,16,15,35.07012492,22.5020111,6.14307413,50.01988437,bajra
21,15,17,35.58588382,20.62164637,6.20213423,43.5287224,bajra
22,16,17,36.11119484,22.98877954,6.22073584,46.09068365,bajra
20,16,16,35.33143467,24.85676253,6.27850306,49.69248432,bajra
21,16,15,35.10188945,20.08350188,6.15424002,43.20011153,bajra
21,17,16,35.06451281,23.26854461,6.21390649,41.62394348,bajra
21,16,17,37.90123236,24.63145057,6.11328269,50.59820956,bajra
20,17,16,37.18030374,24.71934522,6.09549783,47.18406686,bajra
21,16,15,36.89167922,23.44891783,6.08287782,55.22490995,bajra
21,16,17,35.1934961,24.32597357,6.13098466,43.73771417,bajra
22,16,15,36.20939067,21.50182135,6.06334654,50.59307379,bajra
21,15,17,36.6671958,23.07204838,6.29211048,41.62439141,bajra
21,16,15,36.33743483,21.70910084,6.25378786,49.47532277,bajra
21,15,15,36.00060933,20.19753131,6.11356774,53.85593489,bajra
21,15,16,36.73621916,22.58807698,6.27752688,41.12458902,bajra
21,15,16,36.6297106,20.95214115,6.13104504,54.76223914,bajra
20,16,16,35.67682696,21.48708176,6.2531044,59.07678512,bajra
21,17,16,37.81018281,20.29331811,6.15628022,44.0110463,bajra
22,17,15,35.2204033,22.08380124,6.07640418,44.45622753,bajra
21,16,16,36.54973197,22.85086641,6.02054461,43.13760052,bajra
22,15,15,35.40252244,21.63226625,6.24188995,43.64525841,bajra
22,16,16,35.52583036,21.28203267,6.0990657,45.5290278,bajra
21,17,17,37.53611751,24.32083288,6.12621797,54.41989903,bajra
22,16,16,36.61685332,23.06143742,6.21639486,43.15031131,bajra
20,16,17,37.96866319,21.63918874,6.23078008,41.36016621,bajra
21,16,17,35.20987635,22.36107914,6.18787115,57.32733724,bajra
20,17,16,36.67689492,22.48574887,6.11752223,54.82694708,bajra
20,16,16,36.07916723,23.10638741,6.12875414,53.34684696,bajra
20,17,16,37.27114635,20.75551147,6.03667336,49.71904336,bajra
21,16,16,35.06413033,21.59790522,6.03631416,53.03731335,bajra
21,16,16,35.8276141,22.86949498,6.01746828,40.9971574,bajra
22,17,17,36.84366406,23.81605965,6.24203947,42.91234957,bajra
22,17,15,37.5842074,20.80280088,6.21387229,47.26223045,bajra
21,16,17,35.48771863,24.76669486,6.20782571,51.59879143,bajra
21,17,16,37.2466732,21.39317678,6.05349486,43.3285135,bajra
20,16,17,37.22291008,22.7629847,6.1269247,46.9784291,bajra
21,16,17,36.93922571,20.95428944,6.127523,51.73283905,bajra
21,16,16,37.22657133,20.01473555,6.27944885,52.47836607,bajra
21,15,15,35.43966724,23.73553945,6.0950026,46.97256807,bajra
20,16,16,37.32070302,21.8294937,6.1884327,43.42985228,bajra
21,16,17,37.7376848,22.11528252,6.06969881,40.54412822,bajra
21,16,17,35.24135656,23.51681631,6.27971917,50.32788205,bajra
20,17,17,35.19102542,21.44618977,6.06592242,45.13873341,bajra
22,17,16,35.34932254,22.79023937,6.07443292,47.51542367,bajra
21,17,16,37.74889304,24.37261964,6.22282928,46.17358952,bajra
